State_Crop_District,Year,Season,Area (Hectare),Production (Tonnes),Yield (Tonnes/Hectare)
Andhra Pradesh,,,,,
, 2017-18,Rabi       ,1213,1753,1.45
 12.GOLAGHAT, 1997-98,Rabi       ,759,687,0.91
, 1998-99,Rabi       ,1202,993,0.83
, 1999-00,Rabi       ,1499,1169,0.78
, 2000-01,Rabi       ,1560,1505,0.96
, 2001-02,Rabi       ,1392,1049,0.75
, 2002-03,Rabi       ,1398,1274,0.91
, 2003-04,Rabi       ,1418,1904,1.34
, 2004-05,Rabi       ,1500,1526,1.02
, 2005-06,Rabi       ,1320,1249,0.95
, 2006-07,Rabi       ,1550,1989,1.28
, 2007-08,Rabi       ,1596,1389,0.87
, 2008-09,Rabi       ,975,464,0.48
, 2009-10,Rabi       ,1074,754,0.70
, 2010-11,Rabi       ,1051,725,0.69
, 2011-12,Rabi       ,422,511,1.21
, 2012-13,Rabi       ,416,257,0.62
, 2013-14,Rabi       ,161,144,0.89
, 2014-15,Rabi       ,130,63,0.48
, 2015-16,Rabi       ,130,101,0.78
, 2016-17,Rabi       ,128,172,1.34
, 2017-18,Rabi       ,127,176,1.39
 13.HAILAKANDI, 1998-99,Rabi       ,15,15,1.00
, 1999-00,Rabi       ,10,13,1.30
, 2000-01,Rabi       ,5,6,1.20
, 2001-02,Rabi       ,25,30,1.20
, 2002-03,Rabi       ,5,6,1.20
, 2003-04,Rabi       ,4,4,1.00
, 2004-05,Rabi       ,7,7,1.00
, 2005-06,Rabi       ,4,4,1.00
, 2006-07,Rabi       ,35,40,1.14
, 2007-08,Rabi       ,70,88,1.26
, 2009-10,Rabi       ,35,38,1.09
, 2010-11,Rabi       ,50,63,1.26
 14.JORHAT, 1997-98,Rabi       ,2100,2540,1.21
, 1998-99,Rabi       ,4110,3742,0.91
, 1999-00,Rabi       ,1387,1702,1.23
, 2000-01,Rabi       ,1395,1663,1.19
, 2001-02,Rabi       ,1690,2176,1.29
, 2002-03,Rabi       ,760,1003,1.32
, 2003-04,Rabi       ,1090,1378,1.26
, 2004-05,Rabi       ,745,875,1.17
, 2005-06,Rabi       ,1301,1404,1.08
, 2006-07,Rabi       ,341,472,1.38
, 2007-08,Rabi       ,338,472,1.40
, 2008-09,Rabi       ,349,405,1.16
, 2009-10,Rabi       ,242,311,1.29
, 2010-11,Rabi       ,115,100,0.87
, 2011-12,Rabi       ,22,22,1.00
, 2012-13,Rabi       ,39,51,1.31
, 2013-14,Rabi       ,41,54,1.32
, 2014-15,Rabi       ,14,17,1.21
, 2015-16,Rabi       ,8,10,1.25
, 2016-17,Rabi       ,4,5,1.25
, 2017-18,Rabi       ,4,6,1.50
 15.KAMRUP, 1997-98,Rabi       ,6442,7614,1.18
, 1998-99,Rabi       ,6431,6940,1.08
, 1999-00,Rabi       ,6729,8325,1.24
, 2000-01,Rabi       ,6790,6675,0.98
, 2001-02,Rabi       ,6282,8253,1.31
, 2002-03,Rabi       ,5983,5452,0.91
, 2003-04,Rabi       ,5775,4773,0.83
, 2004-05,Rabi       ,4106,5093,1.24
, 2005-06,Rabi       ,2503,2846,1.14
, 2006-07,Rabi       ,2689,4985,1.85
, 2007-08,Rabi       ,3013,4352,1.44
, 2008-09,Rabi       ,2836,3533,1.25
, 2009-10,Rabi       ,2566,3348,1.30
, 2010-11,Rabi       ,2110,2773,1.31
, 2011-12,Rabi       ,1903,1935,1.02
, 2012-13,Rabi       ,1846,2052,1.11
, 2013-14,Rabi       ,1963,2313,1.18
, 2014-15,Rabi       ,1335,1392,1.04
, 2015-16,Rabi       ,1247,1230,0.99
, 2016-17,Rabi       ,831,1063,1.28
, 2017-18,Rabi       ,636,830,1.31
 16.KAMRUP METRO, 2005-06,Rabi       ,103,120,1.17
, 2006-07,Rabi       ,797,1543,1.94
, 2007-08,Rabi       ,250,279,1.12
, 2008-09,Rabi       ,170,179,1.05
, 2009-10,Rabi       ,155,168,1.08
, 2010-11,Rabi       ,160,201,1.26
, 2011-12,Rabi       ,141,170,1.21
, 2012-13,Rabi       ,129,168,1.30
, 2013-14,Rabi       ,125,162,1.30
, 2014-15,Rabi       ,120,146,1.22
, 2015-16,Rabi       ,119,139,1.17
, 2016-17,Rabi       ,4,5,1.25
, 2017-18,Rabi       ,5,7,1.40
 17.KARBI ANGLONG, 1997-98,Rabi       ,1797,2706,1.51
, 1998-99,Rabi       ,1845,2670,1.45
, 1999-00,Rabi       ,1375,2056,1.50
, 2000-01,Rabi       ,1364,2146,1.57
, 2001-02,Rabi       ,1352,2077,1.54
, 2002-03,Rabi       ,1358,1890,1.39
, 2003-04,Rabi       ,1276,1712,1.34
, 2004-05,Rabi       ,1418,2070,1.46
, 2005-06,Rabi       ,1131,1451,1.28
, 2006-07,Rabi       ,1330,1693,1.27
, 2007-08,Rabi       ,1249,1735,1.39
, 2008-09,Rabi       ,1225,1664,1.36
, 2009-10,Rabi       ,1247,1940,1.56
, 2010-11,Rabi       ,1204,1512,1.26
, 2011-12,Rabi       ,1233,1811,1.47
, 2012-13,Rabi       ,1172,1514,1.29
, 2013-14,Rabi       ,1170,1512,1.29
, 2014-15,Rabi       ,1178,1434,1.22
, 2015-16,Rabi       ,1156,1360,1.18
, 2016-17,Rabi       ,1158,1795,1.55
, 2017-18,Rabi       ,1172,1624,1.39
 18.KARIMGANJ, 2001-02,Rabi       ,44,52,1.18
, 2004-05,Rabi       ,13,14,1.08
, 2006-07,Rabi       ,60,68,1.13
, 2007-08,Rabi       ,38,48,1.26
, 2008-09,Rabi       ,6,7,1.17
, 2009-10,Rabi       ,5,5,1.00
, 2010-11,Rabi       ,5,6,1.20
, 2011-12,Rabi       ,6,7,1.17
, 2012-13,Rabi       ,6,8,1.33
, 2013-14,Rabi       ,6,8,1.33
, 2014-15,Rabi       ,6,7,1.17
, 2015-16,Rabi       ,6,7,1.17
, 2016-17,Rabi       ,6,8,1.33
, 2017-18,Rabi       ,5,7,1.40
 19.KOKRAJHAR, 1997-98,Rabi       ,1545,2234,1.45
, 1998-99,Rabi       ,1540,1914,1.24
, 1999-00,Rabi       ,1700,1857,1.09
, 2000-01,Rabi       ,1715,1889,1.10
, 2001-02,Rabi       ,1855,2132,1.15
, 2002-03,Rabi       ,1998,2563,1.28
, 2003-04,Rabi       ,2120,2727,1.29
, 2004-05,Rabi       ,2123,2481,1.17
, 2005-06,Rabi       ,2584,3032,1.17
, 2006-07,Rabi       ,2824,3607,1.28
, 2007-08,Rabi       ,2759,3546,1.29
, 2008-09,Rabi       ,2507,3106,1.24
, 2009-10,Rabi       ,2873,3416,1.19
, 2010-11,Rabi       ,3751,5876,1.57
, 2011-12,Rabi       ,2640,4433,1.68
, 2012-13,Rabi       ,1513,4093,2.71
, 2013-14,Rabi       ,900,1969,2.19
, 2014-15,Rabi       ,850,2084,2.45
, 2015-16,Rabi       ,780,1267,1.62
, 2016-17,Rabi       ,831,1371,1.65
, 2017-18,Rabi       ,838,1452,1.73
 20.LAKHIMPUR, 1997-98,Rabi       ,880,751,0.85
, 1998-99,Rabi       ,1000,507,0.51
, 1999-00,Rabi       ,925,951,1.03
, 2000-01,Rabi       ,935,568,0.61
, 2001-02,Rabi       ,844,439,0.52
, 2002-03,Rabi       ,743,559,0.75
, 2003-04,Rabi       ,1040,748,0.72
, 2004-05,Rabi       ,810,550,0.68
, 2005-06,Rabi       ,211,188,0.89
, 2006-07,Rabi       ,440,320,0.73
, 2007-08,Rabi       ,926,639,0.69
, 2008-09,Rabi       ,456,346,0.76
, 2009-10,Rabi       ,422,118,0.28
, 2010-11,Rabi       ,83,45,0.54
, 2011-12,Rabi       ,79,83,1.05
, 2012-13,Rabi       ,12,16,1.33
, 2013-14,Rabi       ,13,12,0.92
, 2014-15,Rabi       ,15,18,1.20
, 2015-16,Rabi       ,9,11,1.22
, 2016-17,Rabi       ,15,20,1.33
, 2017-18,Rabi       ,4,5,1.25
 21.MARIGAON, 1997-98,Rabi       ,8000,12288,1.54
, 1998-99,Rabi       ,8500,11254,1.32
, 1999-00,Rabi       ,6000,6984,1.16
, 2000-01,Rabi       ,5000,5760,1.15
, 2001-02,Rabi       ,4000,4200,1.05
, 2002-03,Rabi       ,4250,4229,1.00
, 2003-04,Rabi       ,4000,3472,0.87
, 2004-05,Rabi       ,4400,3507,0.80
, 2005-06,Rabi       ,2000,1760,0.88
, 2006-07,Rabi       ,4336,4085,0.94
, 2007-08,Rabi       ,4500,4446,0.99
, 2008-09,Rabi       ,4146,3906,0.94
, 2009-10,Rabi       ,9200,8952,0.97
, 2010-11,Rabi       ,5252,4664,0.89
, 2011-12,Rabi       ,5312,6497,1.22
, 2012-13,Rabi       ,3800,4279,1.13
, 2013-14,Rabi       ,3500,4393,1.26
, 2014-15,Rabi       ,2050,2440,1.19
, 2015-16,Rabi       ,2039,2308,1.13
, 2016-17,Rabi       ,1704,2183,1.28
, 2017-18,Rabi       ,1931,2617,1.36
 22.NAGAON, 1997-98,Rabi       ,5764,5661,0.98
, 1998-99,Rabi       ,6189,4730,0.76
, 1999-00,Rabi       ,6199,6993,1.13
, 2000-01,Rabi       ,5343,4567,0.85
, 2001-02,Rabi       ,5699,5955,1.04
, 2002-03,Rabi       ,5536,5120,0.92
, 2003-04,Rabi       ,5732,4582,0.80
, 2004-05,Rabi       ,5760,4900,0.85
, 2005-06,Rabi       ,3627,3940,1.09
, 2006-07,Rabi       ,4205,4476,1.06
, 2007-08,Rabi       ,3100,2868,0.93
, 2008-09,Rabi       ,3565,3291,0.92
, 2009-10,Rabi       ,3655,3631,0.99
, 2010-11,Rabi       ,3226,3333,1.03
, 2011-12,Rabi       ,3172,3234,1.02
, 2012-13,Rabi       ,2840,3164,1.11
, 2013-14,Rabi       ,2765,3100,1.12
, 2014-15,Rabi       ,2047,2063,1.01
, 2015-16,Rabi       ,1289,1138,0.88
, 2016-17,Rabi       ,1007,976,0.97
, 2017-18,Rabi       ,1448,1509,1.04
 23.NALBARI, 1997-98,Rabi       ,4000,6392,1.60
, 1998-99,Rabi       ,4000,4776,1.19
, 1999-00,Rabi       ,4125,5676,1.38
, 2000-01,Rabi       ,3950,4598,1.16
, 2001-02,Rabi       ,3975,4571,1.15
, 2002-03,Rabi       ,3940,5146,1.31
, 2003-04,Rabi       ,4100,5490,1.34
, 2004-05,Rabi       ,4080,5773,1.41
, 2005-06,Rabi       ,556,950,1.71
, 2006-07,Rabi       ,950,986,1.04
, 2007-08,Rabi       ,860,1060,1.23
, 2008-09,Rabi       ,660,622,0.94
, 2009-10,Rabi       ,502,547,1.09
, 2010-11,Rabi       ,575,705,1.23
, 2011-12,Rabi       ,570,533,0.94
, 2012-13,Rabi       ,574,450,0.78
, 2013-14,Rabi       ,700,640,0.91
, 2014-15,Rabi       ,390,467,1.20
, 2015-16,Rabi       ,300,297,0.99
, 2016-17,Rabi       ,146,147,1.01
, 2017-18,Rabi       ,146,117,0.80
 24.SIVASAGAR, 1997-98,Rabi       ,251,326,1.30
, 1998-99,Rabi       ,488,493,1.01
, 1999-00,Rabi       ,366,469,1.28
, 2000-01,Rabi       ,134,163,1.22
, 2001-02,Rabi       ,373,441,1.18
, 2002-03,Rabi       ,246,278,1.13
, 2003-04,Rabi       ,333,272,0.82
, 2004-05,Rabi       ,301,322,1.07
, 2005-06,Rabi       ,31,33,1.06
, 2006-07,Rabi       ,105,95,0.90
, 2007-08,Rabi       ,116,146,1.26
, 2008-09,Rabi       ,85,92,1.08
, 2009-10,Rabi       ,84,91,1.08
, 2010-11,Rabi       ,65,81,1.25
, 2011-12,Rabi       ,18,22,1.22
, 2012-13,Rabi       ,9,12,1.33
, 2013-14,Rabi       ,8,10,1.25
, 2014-15,Rabi       ,10,12,1.20
, 2015-16,Rabi       ,8,9,1.13
, 2016-17,Rabi       ,3,3,1.00
, 2017-18,Rabi       ,4,6,1.50
 25.SONITPUR, 1997-98,Rabi       ,3325,3468,1.04
, 1998-99,Rabi       ,3840,3497,0.91
, 1999-00,Rabi       ,3580,5859,1.64
, 2000-01,Rabi       ,3690,4085,1.11
, 2001-02,Rabi       ,3670,4972,1.35
, 2002-03,Rabi       ,3758,4931,1.31
, 2003-04,Rabi       ,3915,4148,1.06
, 2004-05,Rabi       ,3382,2889,0.85
, 2005-06,Rabi       ,3212,3048,0.95
, 2006-07,Rabi       ,3993,3652,0.91
, 2007-08,Rabi       ,4829,6769,1.40
, 2008-09,Rabi       ,4246,5552,1.31
, 2009-10,Rabi       ,4822,5454,1.13
, 2010-11,Rabi       ,1989,1970,0.99
, 2011-12,Rabi       ,1122,1152,1.03
, 2012-13,Rabi       ,831,982,1.18
, 2013-14,Rabi       ,472,663,1.40
, 2014-15,Rabi       ,400,465,1.16
, 2015-16,Rabi       ,395,533,1.35
, 2016-17,Rabi       ,362,452,1.25
, 2017-18,Rabi       ,342,410,1.20
 26.TINSUKIA, 1997-98,Rabi       ,630,819,1.30
, 1998-99,Rabi       ,350,335,0.96
, 1999-00,Rabi       ,276,352,1.28
, 2000-01,Rabi       ,193,235,1.22
, 2001-02,Rabi       ,505,596,1.18
, 2002-03,Rabi       ,112,126,1.13
, 2003-04,Rabi       ,137,143,1.04
, 2004-05,Rabi       ,119,127,1.07
, 2005-06,Rabi       ,110,119,1.08
, 2006-07,Rabi       ,280,317,1.13
, 2007-08,Rabi       ,310,392,1.26
, 2008-09,Rabi       ,49,53,1.08
, 2009-10,Rabi       ,102,111,1.09
, 2010-11,Rabi       ,52,65,1.25
, 2011-12,Rabi       ,34,41,1.21
, 2012-13,Rabi       ,35,45,1.29
, 2013-14,Rabi       ,27,35,1.30
, 2014-15,Rabi       ,20,24,1.20
, 2015-16,Rabi       ,7,9,1.29
, 2016-17,Rabi       ,6,8,1.33
, 2017-18,Rabi       ,12,17,1.42
 27.UDALGURI, 2005-06,Rabi       ,4160,3844,0.92
, 2006-07,Rabi       ,5575,3351,0.60
, 2007-08,Rabi       ,3088,3099,1.00
, 2008-09,Rabi       ,1643,1292,0.79
, 2009-10,Rabi       ,2589,2815,1.09
, 2010-11,Rabi       ,1415,1163,0.82
, 2011-12,Rabi       ,1920,1882,0.98
, 2012-13,Rabi       ,1740,1543,0.89
, 2013-14,Rabi       ,1045,1490,1.43
, 2014-15,Rabi       ,1066,1584,1.49
, 2015-16,Rabi       ,1022,1379,1.35
, 2016-17,Rabi       ,562,648,1.15
, 2017-18,Rabi       ,562,551,0.98
Bihar,,,,,
 1.ARARIA, 1997-98,Rabi       ,41719,70134,1.68
, 1998-99,Rabi       ,46331,77310,1.67
, 1999-00,Rabi       ,50636,117438,2.32
, 2000-01,Rabi       ,44915,93956,2.09
, 2001-02,Rabi       ,60210,108136,1.80
, 2002-03,Rabi       ,55849,86810,1.55
, 2003-04,Rabi       ,53697,52118,0.97
, 2004-05,Rabi       ,53828,33278,0.62
, 2005-06,Rabi       ,50729,32091,0.63
, 2006-07,Rabi       ,57551,40153,0.70
, 2007-08,Rabi       ,50635,91612,1.81
, 2008-09,Rabi       ,57959,64655,1.12
, 2009-10,Rabi       ,59203,101912,1.72
, 2010-11,Rabi       ,57406,139820,2.44
, 2011-12,Rabi       ,59272,147022,2.48
, 2012-13,Rabi       ,59272,220848,3.73
, 2013-14,Rabi       ,43539,121430,2.79
, 2014-15,Rabi       ,39141,45703,1.17
, 2015-16,Rabi       ,25989,66985,2.58
, 2016-17,Rabi       ,36223,88806,2.45
, 2017-18,Rabi       ,25358,58140,2.29
 2.ARWAL, 2003-04,Rabi       ,14770,40533,2.74
, 2004-05,Rabi       ,11622,21265,1.83
, 2005-06,Rabi       ,11266,22471,1.99
, 2007-08,Rabi       ,11120,26290,2.36
, 2008-09,Rabi       ,11172,20000,1.79
, 2009-10,Rabi       ,9417,17603,1.87
, 2010-11,Rabi       ,11051,19217,1.74
, 2011-12,Rabi       ,10698,27017,2.53
, 2012-13,Rabi       ,10698,26385,2.47
, 2013-14,Rabi       ,10910,22567,2.07
, 2014-15,Rabi       ,10776,18373,1.70
, 2015-16,Rabi       ,12779,28304,2.21
, 2016-17,Rabi       ,14284,37749,2.64
, 2017-18,Rabi       ,13556,31546,2.33
 3.AURANGABAD, 1997-98,Rabi       ,35874,63942,1.78
, 1998-99,Rabi       ,52265,120615,2.31
, 1999-00,Rabi       ,44423,92523,2.08
, 2000-01,Rabi       ,55516,113367,2.04
, 2001-02,Rabi       ,55528,110171,1.98
, 2002-03,Rabi       ,57409,121475,2.12
, 2003-04,Rabi       ,53655,111218,2.07
, 2004-05,Rabi       ,52479,74460,1.42
, 2005-06,Rabi       ,47871,55319,1.16
, 2006-07,Rabi       ,61320,124774,2.03
, 2007-08,Rabi       ,64344,121554,1.89
, 2008-09,Rabi       ,95363,107196,1.12
, 2009-10,Rabi       ,62504,93299,1.49
, 2010-11,Rabi       ,56136,113009,2.01
, 2011-12,Rabi       ,73196,165751,2.26
, 2012-13,Rabi       ,97579,209517,2.15
, 2013-14,Rabi       ,76219,229422,3.01
, 2014-15,Rabi       ,79123,160183,2.02
, 2015-16,Rabi       ,66772,152214,2.28
, 2016-17,Rabi       ,71130,165646,2.33
, 2017-18,Rabi       ,70319,177440,2.52
 4.BANKA, 1997-98,Rabi       ,24063,36121,1.50
, 1998-99,Rabi       ,27786,37804,1.36
, 1999-00,Rabi       ,40698,60233,1.48
, 2000-01,Rabi       ,36107,47416,1.31
, 2001-02,Rabi       ,35815,55872,1.56
, 2002-03,Rabi       ,26260,36958,1.41
, 2003-04,Rabi       ,27157,42013,1.55
, 2004-05,Rabi       ,21538,27735,1.29
, 2005-06,Rabi       ,23311,27807,1.19
, 2006-07,Rabi       ,28781,53142,1.85
, 2007-08,Rabi       ,31950,78351,2.45
, 2008-09,Rabi       ,31503,88029,2.79
, 2009-10,Rabi       ,27209,50735,1.86
, 2010-11,Rabi       ,23643,42535,1.80
, 2011-12,Rabi       ,24050,73092,3.04
, 2012-13,Rabi       ,22943,58485,2.55
, 2013-14,Rabi       ,25627,69260,2.70
, 2014-15,Rabi       ,25854,45675,1.77
, 2015-16,Rabi       ,24810,62589,2.52
, 2016-17,Rabi       ,32959,88201,2.68
, 2017-18,Rabi       ,33131,90876,2.74
 5.BEGUSARAI, 1997-98,Rabi       ,59668,109241,1.83
, 1998-99,Rabi       ,57520,118548,2.06
, 1999-00,Rabi       ,61704,129568,2.10
, 2000-01,Rabi       ,60737,145269,2.39
, 2001-02,Rabi       ,56277,107892,1.92
, 2002-03,Rabi       ,56065,103343,1.84
, 2003-04,Rabi       ,55379,107492,1.94
, 2004-05,Rabi       ,52639,88559,1.68
, 2005-06,Rabi       ,52421,90970,1.74
, 2006-07,Rabi       ,52751,114505,2.17
, 2007-08,Rabi       ,53049,119495,2.25
, 2008-09,Rabi       ,53410,105190,1.97
, 2009-10,Rabi       ,56831,108181,1.90
, 2010-11,Rabi       ,52684,139906,2.66
, 2011-12,Rabi       ,52432,196892,3.76
, 2012-13,Rabi       ,52977,155436,2.93
, 2013-14,Rabi       ,55148,185865,3.37
, 2014-15,Rabi       ,53924,64159,1.19
, 2015-16,Rabi       ,60600,139943,2.31
, 2016-17,Rabi       ,60600,228990,3.78
, 2017-18,Rabi       ,57332,200228,3.49
 6.BHAGALPUR, 1997-98,Rabi       ,38622,71874,1.86
, 1998-99,Rabi       ,43106,92403,2.14
, 1999-00,Rabi       ,42279,79926,1.89
, 2000-01,Rabi       ,42251,87814,2.08
, 2001-02,Rabi       ,42781,69488,1.62
, 2002-03,Rabi       ,42187,63061,1.49
, 2003-04,Rabi       ,43502,76853,1.77
, 2004-05,Rabi       ,56392,72898,1.29
, 2005-06,Rabi       ,46010,55096,1.20
, 2006-07,Rabi       ,44159,73965,1.67
, 2007-08,Rabi       ,47055,94468,2.01
, 2008-09,Rabi       ,41888,79825,1.91
, 2009-10,Rabi       ,41716,88621,2.12
, 2010-11,Rabi       ,43700,112592,2.58
, 2011-12,Rabi       ,41222,128255,3.11
, 2012-13,Rabi       ,42909,104065,2.43
, 2013-14,Rabi       ,46947,127388,2.71
, 2014-15,Rabi       ,46378,52831,1.14
, 2015-16,Rabi       ,46229,143024,3.09
, 2016-17,Rabi       ,48349,163598,3.38
, 2017-18,Rabi       ,47503,156473,3.29
 7.BHOJPUR, 1997-98,Rabi       ,81288,163581,2.01
, 1998-99,Rabi       ,70699,160409,2.27
, 1999-00,Rabi       ,64742,171797,2.65
, 2000-01,Rabi       ,67312,171824,2.55
, 2001-02,Rabi       ,82212,205799,2.50
, 2002-03,Rabi       ,82037,164475,2.00
, 2003-04,Rabi       ,76500,185606,2.43
, 2004-05,Rabi       ,49786,91356,1.83
, 2005-06,Rabi       ,54956,142452,2.59
, 2006-07,Rabi       ,75252,190165,2.53
, 2007-08,Rabi       ,76141,250751,3.29
, 2008-09,Rabi       ,77721,211131,2.72
, 2009-10,Rabi       ,76961,256474,3.33
, 2010-11,Rabi       ,77138,200441,2.60
, 2011-12,Rabi       ,77372,233961,3.02
, 2012-13,Rabi       ,74136,192024,2.59
, 2013-14,Rabi       ,74643,211555,2.83
, 2014-15,Rabi       ,74572,136534,1.83
, 2015-16,Rabi       ,74450,181382,2.44
, 2016-17,Rabi       ,50356,166607,3.31
, 2017-18,Rabi       ,71507,213083,2.98
 8.BOKARO, 1997-98,Rabi       ,659,844,1.28
, 1998-99,Rabi       ,621,819,1.32
 9.BUXAR, 1997-98,Rabi       ,68053,170609,2.51
, 1998-99,Rabi       ,66625,156956,2.36
, 1999-00,Rabi       ,66418,165816,2.50
, 2000-01,Rabi       ,45742,131621,2.88
, 2001-02,Rabi       ,46633,113817,2.44
, 2002-03,Rabi       ,46647,127040,2.72
, 2003-04,Rabi       ,45684,126276,2.76
, 2004-05,Rabi       ,65969,123090,1.87
, 2005-06,Rabi       ,62194,121865,1.96
, 2006-07,Rabi       ,60699,123162,2.03
, 2007-08,Rabi       ,82686,245100,2.96
, 2008-09,Rabi       ,77606,221389,2.85
, 2009-10,Rabi       ,76182,171685,2.25
, 2010-11,Rabi       ,82831,242903,2.93
, 2011-12,Rabi       ,81678,248254,3.04
, 2012-13,Rabi       ,80302,218296,2.72
, 2013-14,Rabi       ,76680,229524,2.99
, 2014-15,Rabi       ,79483,125280,1.58
, 2015-16,Rabi       ,90524,245576,2.71
, 2016-17,Rabi       ,82733,278859,3.37
, 2017-18,Rabi       ,78758,272226,3.46
 10.CHATRA, 1997-98,Rabi       ,4598,7577,1.65
, 1998-99,Rabi       ,5212,6897,1.32
 11.DARBHANGA, 1997-98,Rabi       ,59241,97972,1.65
, 1998-99,Rabi       ,60417,105933,1.75
, 1999-00,Rabi       ,60431,111786,1.85
, 2000-01,Rabi       ,60446,99524,1.65
, 2001-02,Rabi       ,59395,65825,1.11
, 2002-03,Rabi       ,66303,99172,1.50
, 2003-04,Rabi       ,73492,97345,1.32
, 2004-05,Rabi       ,69647,120068,1.72
, 2005-06,Rabi       ,64028,71660,1.12
, 2006-07,Rabi       ,67181,126518,1.88
, 2007-08,Rabi       ,81120,217799,2.68
, 2008-09,Rabi       ,79760,184301,2.31
, 2009-10,Rabi       ,81686,172113,2.11
, 2010-11,Rabi       ,60982,142408,2.34
, 2011-12,Rabi       ,59947,222606,3.71
, 2012-13,Rabi       ,59403,143121,2.41
, 2013-14,Rabi       ,59394,156206,2.63
, 2014-15,Rabi       ,59395,89175,1.50
, 2015-16,Rabi       ,59348,172951,2.91
, 2016-17,Rabi       ,59875,150007,2.51
, 2017-18,Rabi       ,57918,173986,3.00
 12.DEOGHAR, 1997-98,Rabi       ,4385,7047,1.61
, 1998-99,Rabi       ,4360,8026,1.84
 13.DHANBAD, 1997-98,Rabi       ,759,1033,1.36
, 1998-99,Rabi       ,800,1592,1.99
 14.DUMKA, 1997-98,Rabi       ,5636,10564,1.87
, 1998-99,Rabi       ,4996,9564,1.91
 15.EAST SINGHBUM, 1997-98,Rabi       ,292,368,1.26
, 1998-99,Rabi       ,270,454,1.68
 16.GARHWA, 1997-98,Rabi       ,7962,9739,1.22
, 1998-99,Rabi       ,7970,11330,1.42
 17.GAYA, 1997-98,Rabi       ,55542,98825,1.78
, 1998-99,Rabi       ,49192,101350,2.06
, 1999-00,Rabi       ,51657,96092,1.86
, 2000-01,Rabi       ,51685,95283,1.84
, 2001-02,Rabi       ,51878,147132,2.84
, 2002-03,Rabi       ,71524,143891,2.01
, 2003-04,Rabi       ,63367,127641,2.01
, 2004-05,Rabi       ,48810,54608,1.12
, 2005-06,Rabi       ,60217,71760,1.19
, 2006-07,Rabi       ,73663,156981,2.13
, 2007-08,Rabi       ,59211,141548,2.39
, 2008-09,Rabi       ,60225,132550,2.20
, 2009-10,Rabi       ,46676,102177,2.19
, 2010-11,Rabi       ,50861,111787,2.20
, 2011-12,Rabi       ,65902,183403,2.78
, 2012-13,Rabi       ,65863,161967,2.46
, 2013-14,Rabi       ,58783,112206,1.91
, 2014-15,Rabi       ,72154,178508,2.47
, 2015-16,Rabi       ,71071,175089,2.46
, 2016-17,Rabi       ,71950,199485,2.77
, 2017-18,Rabi       ,71945,231671,3.22
 18.GIRIDIH, 1997-98,Rabi       ,4770,6720,1.41
, 1998-99,Rabi       ,4630,5546,1.20
 19.GODDA, 1997-98,Rabi       ,8562,14110,1.65
, 1998-99,Rabi       ,8667,15404,1.78
 20.GOPALGANJ, 1997-98,Rabi       ,88342,202916,2.30
, 1998-99,Rabi       ,90266,209423,2.32
, 1999-00,Rabi       ,85551,205380,2.40
, 2000-01,Rabi       ,78256,193138,2.47
, 2001-02,Rabi       ,86361,283784,3.29
, 2002-03,Rabi       ,87218,163081,1.87
, 2003-04,Rabi       ,85212,199739,2.34
, 2004-05,Rabi       ,84361,115719,1.37
, 2005-06,Rabi       ,82462,133690,1.62
, 2006-07,Rabi       ,83202,208168,2.50
, 2007-08,Rabi       ,81749,157895,1.93
, 2008-09,Rabi       ,78765,123121,1.56
, 2009-10,Rabi       ,83878,169769,2.02
, 2010-11,Rabi       ,83427,282764,3.39
, 2011-12,Rabi       ,83865,275971,3.29
, 2012-13,Rabi       ,84690,291749,3.44
, 2013-14,Rabi       ,78549,250842,3.19
, 2014-15,Rabi       ,73939,71480,0.97
, 2015-16,Rabi       ,76752,174187,2.27
, 2016-17,Rabi       ,77637,263955,3.40
, 2017-18,Rabi       ,74205,192595,2.60
 21.GUMLA, 1997-98,Rabi       ,1758,3636,2.07
, 1998-99,Rabi       ,1724,2336,1.35
 22.HAZARIBAGH, 1997-98,Rabi       ,4976,9664,1.94
, 1998-99,Rabi       ,5047,10313,2.04
 23.JAMUI, 1997-98,Rabi       ,19299,24094,1.25
, 1998-99,Rabi       ,20253,24345,1.20
, 1999-00,Rabi       ,18210,23381,1.28
, 2000-01,Rabi       ,20851,23128,1.11
, 2001-02,Rabi       ,20490,27920,1.36
, 2002-03,Rabi       ,17278,19868,1.15
, 2003-04,Rabi       ,16972,22120,1.30
, 2004-05,Rabi       ,15177,17409,1.15
, 2005-06,Rabi       ,9610,9443,0.98
, 2006-07,Rabi       ,11777,17647,1.50
, 2007-08,Rabi       ,13801,24261,1.76
, 2008-09,Rabi       ,14107,13100,0.93
, 2009-10,Rabi       ,6859,6780,0.99
, 2010-11,Rabi       ,7552,11303,1.50
, 2011-12,Rabi       ,7516,20486,2.73
, 2012-13,Rabi       ,7523,15722,2.09
, 2013-14,Rabi       ,8673,17453,2.01
, 2014-15,Rabi       ,11332,13236,1.17
, 2015-16,Rabi       ,52120,78852,1.51
, 2016-17,Rabi       ,46108,102980,2.23
, 2017-18,Rabi       ,42920,105711,2.46
 24.JEHANABAD, 1997-98,Rabi       ,44404,80116,1.80
, 1998-99,Rabi       ,42421,103444,2.44
, 1999-00,Rabi       ,38028,77884,2.05
, 2000-01,Rabi       ,35570,66411,1.87
, 2001-02,Rabi       ,36250,77882,2.15
